names,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101
RelA,16.258555500227494,16.258555494457784,16.258555488517146,16.258555482421084,16.25855547635249,16.25855547086476,16.258555465986472,16.25855546170212,16.258555457996206,16.25855545485323,16.258555452257692,16.258555450194088,16.25855544864692,16.258555447600685,16.258555447039882,16.25855544694901,16.258555447312574,16.25855544811506,16.25855544934098,16.25855545097483,16.258555453001108,16.25855545540431,16.258555458168935,16.25855546127949,16.25855546472047,16.25855546847637,16.258555472531697,16.258555476870942,16.25855548147861,16.25855548633919,16.258555491437196,16.258555496757122,16.25855550228346,16.25855550800072,16.25855551389339,16.25855551994598,16.258555526089857,16.258555531757214,16.25855553681064,16.258555541265636,16.2585555451377,16.25855554844234,16.25855555119505,16.25855555341133,16.25855555510669,16.258555556296617,16.258555556996615,16.258555557222195,16.258555556988842,16.258555556312064,16.258555555207362,16.25855555369024,16.258555551776183,16.25855554948071,16.258555546819313,16.258555543807493,16.258555540460744,16.258555536794578,16.258555532824488,16.25855552856597,16.258555524034538,16.258555519245686,16.25855551421491,16.258555508957713,16.258555503489596,16.258555497826055,16.2585554919826,16.25855548597473,16.25855547982056,16.258555473975395,16.2585554687539,16.258555464140255,16.258555460118636,16.258555456673218,16.258555453788194,16.258555451447727,16.258555449636003,16.258555448337198,16.258555447535493,16.258555447215063,16.25855544736009,16.258555447954752,16.258555448983227,16.25855545042969,16.258555452278326,16.258555454513306,16.258555457118813,16.25855546007903,16.258555463378126,16.25855546700029,16.25855547092969,16.25855547515051,16.258555479646926,16.258555484403118,16.258555489403264,16.258555494631544,16.258555500072134,16.258555505709218,16.25855551152697,16.258555517509567,16.258555523641192
p50,3.440089625639114,3.4400896379313313,3.4400896503726006,3.440089662917204,3.4400896751814978,3.4400896860471897,3.4400896954704683,3.4400897034970512,3.440089710172656,3.440089715543003,3.4400897196538076,3.4400897225507894,3.4400897242796664,3.440089724886156,3.4400897244159765,3.4400897229148457,3.440089720428482,3.4400897170026044,3.440089712682929,3.4400897075151753,3.4400897015450607,3.4400896948183037,3.4400896873806217,3.4400896792777336,3.4400896705553574,3.4400896612592105,3.440089651435011,3.4400896411284774,3.4400896303853274,3.44008961925128,3.4400896077720517,3.4400895959933617,3.4400895839609276,3.440089571720468,3.4400895593176997,3.440089546798342,3.440089534315537,3.4400895230230066,3.440089513186146,3.440089504759237,3.440089497696563,3.4400894919524045,3.440089487481045,3.4400894842367653,3.440089482173849,3.4400894812465768,3.440089481409232,3.4400894826160955,3.44008948482145,3.440089487979578,3.44008949204476,3.440089496971281,3.44008950271342,3.4400895092254613,3.440089516461686,3.440089524376376,3.4400895329238144,3.440089542058282,3.4400895517340624,3.4400895619054364,3.440089572526687,3.440089583552095,3.440089594935944,3.4400896066325153,3.4400896185960916,3.440089630780954,3.4400896431413854,3.4400896556316676,3.4400896682007414,3.4400896799157814,3.4400896901485254,3.4400896989456413,3.4400897063537936,3.4400897124196494,3.440089717189876,3.4400897207111383,3.440089723030103,3.440089724193436,3.440089724247804,3.4400897232398733,3.44008972121631,3.440089718223781,3.440089714308951,3.440089709518488,3.4400897038990577,3.440089697497326,3.4400896903599594,3.4400896825336242,3.440089674064987,3.4400896650007127,3.440089655387469,3.4400896452719225,3.440089634700738,3.4400896237205827,3.4400896123781224,3.4400896007200243,3.4400895887929535,3.440089576643577,3.4400895643185607,3.4400895518645713,3.4400895393282744
RelAp50,0.17809327738464867,0.17809327774663694,0.1780932781438898,0.1780932785768831,0.17809327903345679,0.17809327947196735,0.1780932798886742,0.17809328028310162,0.17809328065477378,0.1780932810032148,0.17809328132794894,0.17809328162850027,0.17809328190439305,0.17809328215515147,0.17809328238029964,0.17809328257936177,0.1780932827518621,0.1780932828973247,0.17809328301527388,0.17809328310523373,0.17809328316672843,0.1780932831992822,0.17809328320241916,0.17809328317566359,0.17809328311853956,0.17809328303057134,0.17809328291128307,0.1780932827601989,0.1780932825768431,0.17809328236073976,0.17809328211141306,0.17809328182838727,0.17809328151118645,0.1780932811593349,0.17809328077235673,0.1780932803497761,0.17809327989510484,0.17809327945036016,0.1780932790272811,0.1780932786263435,0.1780932782480232,0.178093277892796,0.17809327756113771,0.1780932772535242,0.17809327697043123,0.1780932767123347,0.17809327647971038,0.17809327627303417,0.17809327609278178,0.1780932759394291,0.178093275813452,0.1780932757153262,0.17809327564552765,0.1780932756045321,0.17809327559281535,0.17809327561085328,0.17809327565912167,0.1780932757380964,0.1780932758482533,0.17809327599006813,0.17809327616401677,0.17809327637057498,0.17809327661021868,0.17809327688342363,0.17809327719066564,0.17809327753242063,0.17809327790916432,0.1780932783213726,0.17809327876932593,0.17809327922021234,0.17809327964947563,0.17809328005663239,0.17809328044119918,0.17809328080269263,0.17809328114062936,0.17809328145452596,0.17809328174389902,0.17809328200826513,0.17809328224714094,0.17809328246004297,0.17809328264648794,0.17809328280599232,0.17809328293807275,0.17809328304224586,0.1780932831180283,0.17809328316493656,0.17809328318248732,0.17809328317019715,0.17809328312758266,0.17809328305416045,0.1780932829494471,0.17809328281295922,0.17809328264421342,0.17809328244272635,0.1780932822080145,0.17809328193959456,0.17809328163698307,0.1780932812996967,0.17809328092725202,0.1780932805191656,0.17809328007495406
RelAn,0.6037600843438892,0.6037600886242166,0.6037600929860953,0.6037600974153556,0.6037601017775791,0.6037601056749958,0.6037601090899968,0.6037601120367516,0.6037601145294305,0.6037601165822031,0.6037601182092392,0.6037601194247089,0.6037601202427816,0.6037601206776275,0.6037601207434161,0.6037601204543176,0.6037601198245016,0.603760118868138,0.6037601175993965,0.6037601160324472,0.6037601141814597,0.603760112060604,0.6037601096840498,0.603760107065967,0.6037601042205254,0.6037601011618949,0.6037600979042451,0.6037600944617462,0.6037600908485679,0.6037600870788797,0.6037600831668518,0.6037600791266541,0.6037600749724561,0.603760070718428,0.6037600663787391,0.6037600619675598,0.6037600575372579,0.6037600534972983,0.6037600499438636,0.603760046862784,0.6037600442398894,0.6037600420610102,0.6037600403119766,0.6037600389786186,0.6037600380467666,0.6037600375022506,0.6037600373309008,0.6037600375185473,0.6037600380510204,0.6037600389141502,0.6037600400937669,0.6037600415757006,0.6037600433457816,0.60376004538984,0.6037600476937058,0.6037600502432094,0.603760053024181,0.6037600560224505,0.6037600592238482,0.6037600626142046,0.6037600661793493,0.6037600699051129,0.6037600737773252,0.6037600777818167,0.6037600819044174,0.6037600861309576,0.6037600904472673,0.6037600948391768,0.6037600992906206,0.6037601034717709,0.6037601071581244,0.6037601103641319,0.6037601131042434,0.6037601153929096,0.6037601172445811,0.6037601186737082,0.6037601196947412,0.6037601203221308,0.6037601205703275,0.6037601204537817,0.6037601199869438,0.6037601191842643,0.6037601180601938,0.6037601166291825,0.6037601149056812,0.60376011290414,0.6037601106390097,0.6037601081247407,0.6037601053757832,0.603760102406588,0.6037600992316053,0.6037600958652858,0.6037600923220798,0.603760088616438,0.6037600847628105,0.603760080775648,0.6037600766694011,0.60376007245852,0.6037600681574552,0.6037600637806574,0.6037600593425768
p50n,2.616260706733215,2.616260761054585,2.6162608168116694,2.616260873848291,2.616260930447362,2.6162609814477333,2.616261026594127,2.6162610660427204,2.6162610999496914,2.616261128471218,2.6162611517634775,2.6162611699826472,2.616261183284906,2.61626119182643,2.6162611957633986,2.6162611952519876,2.6162611904483764,2.6162611815087415,2.6162611685892614,2.6162611518461136,2.6162611314354747,2.6162611075135245,2.6162610802364386,2.616261049760396,2.6162610162415736,2.6162609798361496,2.616260940700302,2.6162608989902076,2.6162608548620443,2.6162608084719903,2.6162607599762224,2.61626070953092,2.6162606572922584,2.6162606034164173,2.616260548059573,2.616260491377904,2.616260434023055,2.6162603812959015,2.6162603344680164,2.61626029338322,2.616260257885337,2.616260227818188,2.6162602030255955,2.616260183351383,2.616260168639372,2.6162601587333847,2.6162601534772443,2.6162601527147724,2.616260156289792,2.6162601640461243,2.616260175827593,2.6162601914780197,2.6162602108412276,2.616260233761038,2.6162602600812743,2.6162602896457585,2.616260322298312,2.6162603578827586,2.6162603962429194,2.6162604372226186,2.6162604806656766,2.6162605264159167,2.6162605743171614,2.6162606242132322,2.6162606759479528,2.6162607293651448,2.6162607843086305,2.616260840622232,2.6162608981252173,2.616260952561686,2.616261001003409,2.6162610436097538,2.616261080540085,2.616261111953768,2.61626113801017,2.6162611588686566,2.616261174688592,2.6162611856293436,2.6162611918502776,2.6162611935107587,2.6162611907701527,2.616261183787826,2.6162611727231444,2.616261157735473,2.616261138984178,2.6162611166286265,2.6162610908281825,2.6162610617422124,2.6162610295300825,2.616260994351158,2.616260956364805,2.6162609157303898,2.616260872607277,2.616260827154834,2.616260779532425,2.616260729899417,2.6162606784151756,2.616260625239066,2.616260570530455,2.616260514448707,2.6162604571531896
RelAnp50n,8.679437263816663,8.679437259920414,8.679437255215715,8.679437249672134,8.679437243432531,8.679437237066146,8.679437230647276,8.679437224206353,8.67943721777381,8.67943721138008,8.679437205055594,8.679437198830787,8.679437192736087,8.67943718680193,8.679437181058745,8.67943717553697,8.679437170267033,8.679437165279369,8.679437160604406,8.67943715627258,8.679437152314325,8.679437148760071,8.67943714564025,8.679437142985295,8.679437140825637,8.679437139191712,8.67943713811395,8.679437137622784,8.679437137748646,8.679437138521969,8.679437139973182,8.679437142132723,8.679437145031022,8.67943714869851,8.679437153165622,8.679437158462786,8.679437164566073,8.679437170911523,8.679437177318283,8.679437183755919,8.679437190194003,8.679437196602098,8.679437202949776,8.679437209206602,8.679437215342144,8.67943722132597,8.679437227127648,8.679437232716747,8.679437238062832,8.679437243135473,8.679437247904234,8.67943725233869,8.6794372564084,8.67943726008294,8.67943726333187,8.679437266124763,8.679437268431187,8.679437270220705,8.679437271462888,8.679437272127302,8.679437272183518,8.679437271601103,8.67943727034962,8.679437268398642,8.679437265717734,8.679437262276466,8.679437258044404,8.679437252991114,8.679437247088782,8.67943724076182,8.679437234356845,8.67943722790537,8.679437221438896,8.67943721498893,8.679437208586988,8.679437202264568,8.679437196053177,8.679437189984329,8.679437184089528,8.67943717840028,8.679437172948097,8.679437167764476,8.679437162880935,8.679437158328977,8.679437154140109,8.679437150345837,8.679437146977673,8.67943714406712,8.679437141645684,8.679437139744877,8.679437138396203,8.67943713763117,8.679437137481287,8.679437137978057,8.679437139152991,8.679437141037596,8.679437143663378,8.679437147061845,8.679437151264503,8.67943715630286,8.679437162208425
p52,0.38824039588140025,0.38824039093473717,0.38824038588005394,0.3882403807329135,0.3882403756490441,0.3882403710920247,0.38824036708329834,0.3882403636073022,0.3882403606484735,0.38824035819124936,0.3882403562200668,0.3882403547193632,0.3882403536735755,0.3882403530671409,0.38824035288449654,0.38824035311007954,0.38824035372832705,0.3882403547236762,0.3882403560805642,0.3882403577834281,0.3882403598167051,0.3882403621648324,0.38824036481224694,0.388240367743386,0.3882403709426867,0.38824037439458625,0.3882403780835217,0.3882403819939302,0.38824038611024886,0.38824039041691494,0.3882403948983655,0.38824039953903766,0.38824040432336854,0.38824040923579534,0.3882404142607553,0.38824041938268533,0.3882404245415105,0.3882404292604352,0.388240433426554,0.38824043705542943,0.3882404401626245,0.38824044276370206,0.388240444874225,0.3882404465097561,0.3882404476858583,0.38824044841809446,0.3882404487220274,0.38824044861322,0.3882404481072352,0.3882404472196357,0.3882404459659845,0.38824044436184446,0.38824044242277833,0.3882404401643491,0.38824043760211957,0.38824043475165265,0.38824043162851113,0.38824042824825794,0.3882404246264559,0.38824042077866794,0.38824041672045684,0.38824041246738555,0.38824040803501686,0.38824040343891364,0.3882403986946388,0.38824039381775516,0.3882403888238256,0.388240383728413,0.3882403785492904,0.38824037367043285,0.38824036935426276,0.38824036558485686,0.38824036234629156,0.3882403596226435,0.3882403573979894,0.3882403556564057,0.38824035438196897,0.3882403535587558,0.3882403531708429,0.38824035320230665,0.38824035363722387,0.38824035445967087,0.3882403556537244,0.388240357203461,0.3882403590929573,0.38824036130628975,0.38824036382753513,0.38824036664076983,0.38824036973007053,0.3882403730795138,0.3882403766731762,0.3882403804951343,0.38824038452946474,0.388240388760244,0.3882403931715488,0.38824039774745556,0.38824040247204106,0.38824040732938164,0.38824041230355405,0.38824041737863485,0.38824042253870056
RelAp52,0.003984862960266928,0.003984862933036088,0.003984862902213251,0.003984862867707196,0.003984862830458905,0.003984862793866027,0.003984862758284484,0.003984862723805497,0.0039848626905202855,0.003984862658520076,0.0039848626278960846,0.003984862598739538,0.003984862571141654,0.003984862545193657,0.003984862520986767,0.003984862498612206,0.003984862478161197,0.003984862459724961,0.003984862443394718,0.0039848624292616935,0.003984862417417106,0.003984862407952177,0.003984862400958131,0.003984862396526187,0.003984862394747569,0.003984862395713496,0.003984862399515193,0.003984862406243879,0.003984862415990777,0.0039848624288471085,0.003984862444904095,0.003984862464252959,0.00398486248698492,0.003984862513191202,0.003984862542963026,0.003984862576391614,0.00398486261324315,0.003984862650112233,0.003984862685996433,0.003984862720804532,0.003984862754445308,0.003984862786827537,0.003984862817859998,0.003984862847451471,0.003984862875510731,0.003984862901946558,0.00398486292666773,0.0039848629495830255,0.003984862970601221,0.003984862989631098,0.0039848630065814315,0.003984863021361001,0.003984863033878584,0.00398486304404296,0.0039848630517629055,0.0039848630569471995,0.003984863059504621,0.003984863059343946,0.003984863056373955,0.003984863050503425,0.003984863041641134,0.003984863029695861,0.003984863014576383,0.003984862996191479,0.003984862974449928,0.003984862949260507,0.003984862920531993,0.003984862888173166,0.003984862852108727,0.003984862814981533,0.003984862778830466,0.003984862743746477,0.003984862709820513,0.003984862677143522,0.003984862645806454,0.003984862615900255,0.003984862587515874,0.003984862560744261,0.003984862535676362,0.003984862512403128,0.003984862491015506,0.0039848624716044435,0.003984862454260889,0.003984862439075791,0.003984862426140099,0.003984862415544761,0.003984862407380725,0.0039848624017389395,0.003984862398710352,0.003984862398385911,0.0039848624008565646,0.003984862406213262,0.003984862414546953,0.003984862425948583,0.003984862440509102,0.0039848624583194575,0.003984862479470598,0.003984862504053473,0.00398486253215903,0.003984862563878216,0.003984862599301982
p52n,0.16234968580796594,0.16234922258390533,0.1623487481384431,0.16234826386367246,0.16234778437347222,0.16234735339115938,0.1623469730125315,0.1623466418454954,0.16234635849795787,0.16234612157782555,0.16234592969300524,0.16234578145140374,0.1623456754609277,0.16234561032948397,0.16234558466497925,0.1623455970753203,0.16234564616841393,0.1623457305521668,0.16234584883448572,0.16234599962327742,0.16234618152644867,0.1623463931519062,0.1623466331075568,0.16234690000130717,0.1623471924410641,0.16234750903473433,0.16234784839022462,0.16234820911544173,0.16234858981829237,0.16234898910668333,0.16234940558852137,0.16234983787171323,0.16235028456416564,0.16235074427378537,0.16235121560847918,0.16235169717615383,0.1623521833869051,0.16235262930374714,0.16235302421321735,0.162353369507409,0.16235366657841543,0.1623539168183299,0.1623541216192457,0.16235428237325616,0.16235440047245464,0.16235447730893432,0.16235451427478859,0.16235451276211074,0.16235447416299406,0.16235439986953182,0.16235429127381734,0.16235414976794396,0.16235397674400498,0.16235377359409364,0.16235354171030333,0.16235328248472727,0.16235299730945882,0.16235268757659121,0.16235235467821785,0.16235200000643196,0.16235162495332686,0.16235123091099588,0.16235081927153228,0.1623503914270294,0.16234994876958048,0.1623494926912789,0.16234902458421793,0.16234854584049088,0.16234805806034536,0.16234759736203028,0.16234718851736352,0.16234683010538795,0.16234652070514613,0.16234625889568075,0.16234604325603458,0.16234587236525025,0.16234574480237046,0.16234565914643792,0.1623456139764953,0.16234560787158533,0.16234563941075067,0.162345707173034,0.16234580973747806,0.16234594568312546,0.162346113589019,0.16234631203420125,0.16234653959771497,0.16234679485860287,0.16234707639590762,0.1623473827886719,0.1623477126159384,0.16234806445674982,0.16234843689014883,0.16234882849517818,0.1623492378508805,0.1623496635362985,0.1623501041304749,0.16235055821245237,0.16235102436127358,0.16235150115598124,0.16235198717561805
RelAnp52n,0.19480364606373327,0.19480364174120737,0.1948036371159135,0.19480363218915311,0.1948036271028257,0.19480362232081214,0.19480361787838738,0.1948036137742499,0.19480361000709812,0.1948036065756305,0.19480360347854545,0.19480360071454147,0.19480359828231694,0.19480359618057033,0.19480359440800007,0.19480359296330466,0.19480359184518245,0.19480359105233194,0.19480359058345154,0.19480359043723972,0.19480359061239488,0.19480359110761555,0.1948035919216001,0.19480359305304698,0.19480359450065465,0.19480359626312155,0.19480359833914612,0.19480360072742675,0.19480360342666198,0.1948036064355502,0.19480360975278985,0.19480361337707933,0.19480361730711718,0.19480362154160177,0.19480362607923155,0.194803630918705,0.19480363601426282,0.19480364089499422,0.1948036454357594,0.19480364963785995,0.19480365350259743,0.19480365703127334,0.1948036602251893,0.19480366308564676,0.19480366561394735,0.1948036678113926,0.19480366967928409,0.19480367121892336,0.19480367243161192,0.19480367331865134,0.1948036738813432,0.19480367412098903,0.19480367403889037,0.1948036736363488,0.19480367291466585,0.19480367187514305,0.194803670519082,0.19480366884778427,0.19480366686255132,0.19480366456468476,0.19480366195548618,0.19480365903625704,0.19480365580829895,0.19480365227291344,0.19480364843140205,0.1948036442850664,0.194803639835208,0.19480363508312834,0.19480363003231918,0.19480362505470594,0.1948036204206761,0.19480361612879346,0.1948036121776218,0.1948036085657248,0.19480360529166624,0.19480360235400995,0.19480359975131958,0.194803597482159,0.19480359554509188,0.19480359393868202,0.19480359266149316,0.19480359171208905,0.1948035910890335,0.19480359079089019,0.19480359081622295,0.19480359116359547,0.19480359183157156,0.19480359281871495,0.19480359412358944,0.1948035957447587,0.1948035976807866,0.1948035999302368,0.19480360249167308,0.19480360536365926,0.19480360854475903,0.1948036120335362,0.19480361582855443,0.1948036199283776,0.1948036243315694,0.19480362903669363,0.19480363404231396
